1000Hz,2000HZ,4000Hz,8000Hz
363.0,726.0,1454.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1451.0,2908.0
363.0,726.0,1454.0,2910.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1455.0,2906.0
363.0,727.0,1454.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
364.0,726.0,1453.0,2903.0
363.0,726.0,1451.0,2910.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,725.0,1454.0,2906.0
363.0,727.0,1451.0,2906.0
363.0,727.0,1454.0,2908.0
362.0,727.0,1454.0,2906.0
363.0,727.0,1453.0,2910.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1454.0,2905.0
364.0,725.0,1453.0,2906.0
363.0,726.0,1455.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1453.0,2910.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,725.0,1455.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1455.0,2908.0
363.0,726.0,1453.0,2903.0
363.0,726.0,1454.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1454.0,2906.0
362.0,726.0,1454.0,2908.0
364.0,727.0,1453.0,2908.0
363.0,728.0,1453.0,2906.0
362.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1452.0,2910.0
363.0,727.0,1454.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,725.0,1451.0,2906.0
363.0,727.0,1455.0,2908.0
363.0,725.0,1454.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1456.0,2910.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,727.0,1454.0,2908.0
362.0,727.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1453.0,2908.0
362.0,727.0,1453.0,2906.0
363.0,727.0,1454.0,2908.0
364.0,727.0,1453.0,2908.0
363.0,727.0,1455.0,2908.0
363.0,728.0,1454.0,2906.0
363.0,726.0,1454.0,2905.0
363.0,727.0,1455.0,2901.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1454.0,2908.0
363.0,726.0,1456.0,2906.0
363.0,726.0,1454.0,2906.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1454.0,2906.0
363.0,726.0,1453.0,2905.0
363.0,727.0,1454.0,2906.0
363.0,726.0,1456.0,2908.0
363.0,727.0,1453.0,2906.0
362.0,727.0,1453.0,2906.0
362.0,727.0,1454.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1453.0,2910.0
363.0,726.0,1453.0,2910.0
364.0,727.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1454.0,2908.0
362.0,727.0,1455.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1454.0,2910.0
363.0,726.0,1454.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1452.0,2906.0
364.0,727.0,1453.0,2906.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1455.0,2910.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1454.0,2906.0
363.0,726.0,1457.0,2908.0
363.0,726.0,1453.0,2906.0
364.0,726.0,1454.0,2906.0
363.0,727.0,1453.0,2905.0
363.0,727.0,1454.0,2908.0
363.0,726.0,1451.0,2906.0
363.0,728.0,1456.0,2910.0
363.0,726.0,1453.0,2908.0
363.0,725.0,1453.0,2908.0
363.0,726.0,1454.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1453.0,2910.0
363.0,726.0,1454.0,2910.0
363.0,728.0,1453.0,2910.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,728.0,1453.0,2906.0
363.0,726.0,1453.0,2908.0
362.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1454.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1453.0,2910.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
364.0,726.0,1454.0,2906.0
365.0,726.0,1454.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1454.0,2906.0
360.0,726.0,1453.0,2906.0
363.0,727.0,1453.0,2906.0
362.0,726.0,1455.0,2908.0
363.0,727.0,1455.0,2906.0
361.0,726.0,1454.0,2906.0
363.0,727.0,1454.0,2908.0
363.0,727.0,1454.0,2908.0
365.0,727.0,1454.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1454.0,2908.0
364.0,726.0,1454.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,727.0,1451.0,2906.0
363.0,727.0,1454.0,2908.0
363.0,726.0,1452.0,2908.0
362.0,726.0,1453.0,2906.0
364.0,727.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
362.0,726.0,1453.0,2908.0
364.0,727.0,1453.0,2906.0
362.0,727.0,1454.0,2906.0
363.0,727.0,1451.0,2908.0
363.0,726.0,1453.0,2901.0
364.0,726.0,1453.0,2910.0
363.0,726.0,1455.0,2908.0
364.0,725.0,1453.0,2906.0
364.0,727.0,1456.0,2903.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1453.0,2906.0
365.0,726.0,1455.0,2906.0
362.0,726.0,1453.0,2906.0
363.0,727.0,1456.0,2906.0
364.0,727.0,1453.0,2903.0
363.0,728.0,1454.0,2908.0
364.0,727.0,1454.0,2906.0
363.0,726.0,1455.0,2905.0
363.0,726.0,1454.0,2908.0
364.0,727.0,1453.0,2910.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1455.0,2908.0
364.0,727.0,1454.0,2906.0
363.0,725.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1451.0,2910.0
363.0,727.0,1454.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1453.0,2908.0
362.0,726.0,1452.0,2908.0
365.0,726.0,1454.0,2908.0
362.0,728.0,1450.0,2906.0
363.0,727.0,1453.0,2903.0
365.0,727.0,1454.0,2908.0
364.0,725.0,1453.0,2910.0
364.0,726.0,1455.0,2908.0
365.0,727.0,1454.0,2906.0
363.0,726.0,1453.0,2908.0
364.0,726.0,1452.0,2906.0
364.0,727.0,1454.0,2908.0
363.0,727.0,1453.0,2908.0
361.0,726.0,1453.0,2910.0
361.0,727.0,1453.0,2910.0
363.0,727.0,1453.0,2910.0
363.0,727.0,1454.0,2908.0
361.0,727.0,1454.0,2908.0
362.0,727.0,1455.0,2906.0
362.0,727.0,1454.0,2908.0
363.0,727.0,1451.0,2906.0
363.0,727.0,1456.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1451.0,2906.0
363.0,726.0,1453.0,2906.0
364.0,726.0,1453.0,2906.0
362.0,726.0,1454.0,2912.0
364.0,726.0,1453.0,2905.0
364.0,727.0,1454.0,2906.0
362.0,727.0,1454.0,2906.0
364.0,727.0,1454.0,2908.0
361.0,727.0,1453.0,2914.0
363.0,727.0,1455.0,2910.0
361.0,727.0,1454.0,2908.0
362.0,726.0,1454.0,2908.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1453.0,2906.0
365.0,726.0,1454.0,2908.0
362.0,726.0,1450.0,2910.0
362.0,726.0,1453.0,2908.0
364.0,726.0,1454.0,2906.0
362.0,727.0,1454.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1455.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1454.0,2906.0
364.0,725.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
361.0,727.0,1454.0,2908.0
363.0,726.0,1453.0,2906.0
361.0,726.0,1456.0,2906.0
363.0,726.0,1451.0,2906.0
364.0,727.0,1454.0,2908.0
362.0,727.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
367.0,727.0,1453.0,2906.0
364.0,726.0,1453.0,2906.0
360.0,726.0,1456.0,2906.0
365.0,727.0,1455.0,2908.0
364.0,726.0,1453.0,2905.0
362.0,726.0,1454.0,2906.0
362.0,726.0,1454.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2908.0
364.0,727.0,1453.0,2906.0
361.0,725.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
364.0,727.0,1453.0,2906.0
363.0,727.0,1455.0,2908.0
360.0,728.0,1454.0,2908.0
364.0,727.0,1455.0,2905.0
363.0,726.0,1454.0,2906.0
361.0,725.0,1454.0,2906.0
365.0,727.0,1455.0,2906.0
364.0,726.0,1453.0,2912.0
363.0,726.0,1453.0,2908.0
362.0,727.0,1454.0,2908.0
364.0,726.0,1451.0,2908.0
364.0,726.0,1453.0,2906.0
363.0,726.0,1455.0,2903.0
362.0,727.0,1453.0,2912.0
365.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
364.0,726.0,1454.0,2906.0
364.0,726.0,1453.0,2906.0
364.0,727.0,1453.0,2906.0
364.0,727.0,1452.0,2883.0
364.0,727.0,1453.0,2910.0
363.0,726.0,1454.0,2906.0
362.0,726.0,1451.0,2910.0
360.0,726.0,1455.0,2910.0
365.0,726.0,1454.0,2908.0
363.0,727.0,1454.0,2903.0
362.0,728.0,1453.0,2908.0
361.0,726.0,1454.0,2908.0
362.0,727.0,1454.0,2910.0
364.0,726.0,1452.0,2908.0
362.0,726.0,1453.0,2906.0
361.0,727.0,1453.0,2906.0
363.0,727.0,1455.0,2906.0
364.0,727.0,1453.0,2910.0
363.0,726.0,1452.0,2906.0
363.0,726.0,1456.0,2906.0
362.0,726.0,1455.0,2908.0
365.0,726.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
364.0,726.0,1454.0,2905.0
362.0,727.0,1453.0,2906.0
362.0,726.0,1453.0,2906.0
361.0,727.0,1454.0,2910.0
363.0,726.0,1453.0,2908.0
365.0,727.0,1454.0,2908.0
365.0,727.0,1454.0,2908.0
362.0,726.0,1453.0,2910.0
362.0,727.0,1451.0,2908.0
364.0,726.0,1454.0,2906.0
364.0,726.0,1455.0,2906.0
363.0,726.0,1453.0,2908.0
360.0,726.0,1453.0,2906.0
363.0,727.0,1454.0,2908.0
365.0,727.0,1453.0,2908.0
363.0,726.0,1454.0,2901.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2910.0
362.0,726.0,1454.0,2908.0
363.0,726.0,1454.0,2906.0
364.0,727.0,1457.0,2908.0
362.0,727.0,1453.0,2906.0
364.0,727.0,1458.0,2908.0
362.0,726.0,1450.0,2910.0
365.0,727.0,1461.0,2910.0
363.0,727.0,1451.0,2906.0
365.0,726.0,1455.0,2908.0
362.0,726.0,1451.0,2906.0
364.0,726.0,1450.0,2908.0
363.0,726.0,1447.0,2906.0
363.0,727.0,1445.0,2908.0
361.0,728.0,1453.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1451.0,2908.0
361.0,727.0,1453.0,2906.0
361.0,727.0,1451.0,2903.0
363.0,727.0,1453.0,2910.0
362.0,724.0,1451.0,2906.0
363.0,726.0,1458.0,2908.0
362.0,726.0,1453.0,2906.0
365.0,726.0,1454.0,2908.0
362.0,727.0,1450.0,2906.0
365.0,728.0,1454.0,2906.0
364.0,726.0,1453.0,2908.0
363.0,727.0,1450.0,2908.0
361.0,727.0,1454.0,2908.0
364.0,726.0,1453.0,2906.0
363.0,726.0,1459.0,2906.0
362.0,727.0,1453.0,2906.0
363.0,727.0,1450.0,2908.0
362.0,726.0,1451.0,2908.0
364.0,727.0,1450.0,2906.0
364.0,727.0,1449.0,2910.0
361.0,727.0,1457.0,2906.0
363.0,728.0,1456.0,2908.0
365.0,727.0,1458.0,2908.0
362.0,727.0,1452.0,2908.0
365.0,726.0,1453.0,2906.0
363.0,726.0,1449.0,2903.0
362.0,727.0,1455.0,2910.0
363.0,727.0,1452.0,2914.0
362.0,727.0,1454.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2908.0
361.0,726.0,1453.0,2910.0
363.0,727.0,1458.0,2908.0
364.0,726.0,1454.0,2910.0
359.0,726.0,1456.0,2908.0
363.0,727.0,1457.0,2908.0
361.0,726.0,1458.0,2906.0
364.0,726.0,1456.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1445.0,2908.0
363.0,726.0,1456.0,2910.0
363.0,727.0,1453.0,2905.0
363.0,726.0,1460.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1455.0,2908.0
362.0,727.0,1452.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,728.0,1457.0,2906.0
363.0,727.0,1449.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,727.0,1447.0,2906.0
363.0,728.0,1456.0,2908.0
363.0,729.0,1453.0,2908.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1456.0,2908.0
363.0,726.0,1460.0,2908.0
362.0,727.0,1451.0,2908.0
363.0,726.0,1452.0,2906.0
363.0,726.0,1452.0,2908.0
363.0,727.0,1449.0,2905.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1457.0,2906.0
363.0,727.0,1454.0,2908.0
363.0,727.0,1454.0,2908.0
363.0,726.0,1461.0,2906.0
363.0,726.0,1453.0,2910.0
363.0,727.0,1448.0,2903.0
363.0,726.0,1453.0,2912.0
363.0,726.0,1460.0,2906.0
363.0,727.0,1445.0,2908.0
363.0,727.0,1463.0,2906.0
363.0,726.0,1452.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,727.0,1463.0,2906.0
363.0,727.0,1454.0,2908.0
363.0,725.0,1454.0,2906.0
363.0,727.0,1454.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1451.0,2908.0
363.0,726.0,1455.0,2905.0
364.0,727.0,1451.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,726.0,1460.0,2910.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1452.0,2899.0
363.0,726.0,1451.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1456.0,2908.0
363.0,727.0,1456.0,2906.0
363.0,727.0,1456.0,2908.0
363.0,728.0,1458.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,726.0,1456.0,2908.0
364.0,728.0,1457.0,2910.0
363.0,726.0,1460.0,2906.0
363.0,727.0,1450.0,2906.0
364.0,726.0,1453.0,2908.0
363.0,727.0,1454.0,2908.0
363.0,726.0,1449.0,2906.0
363.0,727.0,1460.0,2906.0
363.0,727.0,1454.0,2910.0
363.0,727.0,1452.0,2912.0
363.0,727.0,1448.0,2906.0
363.0,727.0,1454.0,2908.0
363.0,727.0,1447.0,2905.0
363.0,726.0,1456.0,2908.0
363.0,728.0,1446.0,2905.0
363.0,726.0,1455.0,2906.0
363.0,727.0,1449.0,2906.0
363.0,726.0,1446.0,2908.0
363.0,727.0,1457.0,2908.0
363.0,726.0,1458.0,2906.0
363.0,726.0,1452.0,2905.0
363.0,727.0,1460.0,2906.0
363.0,727.0,1462.0,2908.0
363.0,726.0,1457.0,2908.0
363.0,726.0,1457.0,2908.0
363.0,727.0,1452.0,2910.0
363.0,727.0,1446.0,2908.0
362.0,726.0,1452.0,2908.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1455.0,2906.0
363.0,726.0,1454.0,2895.0
363.0,726.0,1465.0,2908.0
363.0,726.0,1454.0,2910.0
363.0,727.0,1455.0,2903.0
364.0,727.0,1450.0,2908.0
363.0,727.0,1457.0,2908.0
363.0,727.0,1449.0,2910.0
363.0,725.0,1464.0,2903.0
363.0,727.0,1457.0,2906.0
364.0,727.0,1463.0,2905.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1474.0,2908.0
363.0,726.0,1460.0,2906.0
364.0,726.0,1453.0,2908.0
363.0,726.0,1460.0,2906.0
363.0,726.0,1451.0,2906.0
363.0,726.0,1453.0,2910.0
363.0,727.0,1454.0,2908.0
363.0,727.0,1453.0,2912.0
363.0,726.0,1445.0,2908.0
363.0,727.0,1466.0,2906.0
363.0,726.0,1450.0,2910.0
363.0,727.0,1452.0,2910.0
363.0,727.0,1451.0,2908.0
363.0,727.0,1455.0,2910.0
363.0,727.0,1451.0,2906.0
363.0,726.0,1448.0,2912.0
363.0,726.0,1451.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1466.0,2906.0
363.0,727.0,1459.0,2906.0
363.0,727.0,1469.0,2910.0
363.0,726.0,1460.0,2906.0
363.0,727.0,1456.0,2908.0
363.0,727.0,1450.0,2906.0
364.0,726.0,1452.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,729.0,1467.0,2908.0
363.0,727.0,1458.0,2908.0
363.0,726.0,1453.0,2914.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1454.0,2906.0
362.0,726.0,1460.0,2903.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1456.0,2906.0
363.0,726.0,1450.0,2908.0
363.0,727.0,1456.0,2908.0
363.0,726.0,1450.0,2912.0
363.0,727.0,1456.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1452.0,2908.0
363.0,726.0,1468.0,2903.0
363.0,726.0,1461.0,2906.0
363.0,727.0,1460.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,728.0,1458.0,2906.0
364.0,727.0,1468.0,2910.0
363.0,726.0,1447.0,2910.0
363.0,726.0,1450.0,2908.0
363.0,727.0,1445.0,2906.0
363.0,727.0,1458.0,2908.0
363.0,725.0,1454.0,2908.0
364.0,727.0,1453.0,2908.0
363.0,727.0,1452.0,2908.0
363.0,727.0,1452.0,2910.0
363.0,726.0,1460.0,2908.0
363.0,726.0,1452.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1463.0,2906.0
363.0,727.0,1456.0,2906.0
363.0,726.0,1448.0,2910.0
363.0,727.0,1455.0,2912.0
363.0,727.0,1457.0,2906.0
363.0,726.0,1452.0,2908.0
363.0,729.0,1452.0,2906.0
364.0,727.0,1454.0,2910.0
363.0,726.0,1455.0,2905.0
363.0,726.0,1458.0,2906.0
363.0,727.0,1464.0,2908.0
363.0,726.0,1456.0,2908.0
363.0,726.0,1458.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1450.0,2906.0
362.0,728.0,1455.0,2908.0
362.0,726.0,1455.0,2908.0
363.0,727.0,1453.0,2908.0
364.0,727.0,1456.0,2906.0
363.0,726.0,1454.0,2908.0
362.0,728.0,1454.0,2908.0
363.0,726.0,1452.0,2908.0
363.0,727.0,1459.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1461.0,2906.0
363.0,725.0,1449.0,2905.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1460.0,2906.0
363.0,727.0,1457.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1445.0,2910.0
363.0,725.0,1453.0,2910.0
363.0,726.0,1449.0,2908.0
363.0,726.0,1456.0,2908.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1451.0,2906.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1458.0,2906.0
363.0,727.0,1452.0,2906.0
363.0,727.0,1456.0,2910.0
363.0,726.0,1450.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1458.0,2908.0
363.0,726.0,1452.0,2908.0
363.0,727.0,1455.0,2906.0
363.0,726.0,1458.0,2906.0
363.0,725.0,1460.0,2908.0
363.0,727.0,1452.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1458.0,2905.0
363.0,727.0,1457.0,2914.0
363.0,728.0,1456.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,727.0,1452.0,2910.0
363.0,726.0,1451.0,2908.0
363.0,727.0,1460.0,2906.0
363.0,727.0,1452.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1451.0,2908.0
363.0,727.0,1457.0,2906.0
362.0,726.0,1456.0,2906.0
363.0,726.0,1450.0,2908.0
363.0,726.0,1452.0,2910.0
363.0,726.0,1450.0,2906.0
363.0,728.0,1445.0,2908.0
362.0,726.0,1453.0,2906.0
362.0,726.0,1456.0,2906.0
363.0,728.0,1453.0,2908.0
363.0,727.0,1452.0,2908.0
363.0,726.0,1452.0,2908.0
363.0,727.0,1449.0,2908.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1452.0,2906.0
363.0,726.0,1452.0,2906.0
362.0,727.0,1456.0,2906.0
363.0,727.0,1456.0,2908.0
363.0,727.0,1445.0,2905.0
363.0,727.0,1453.0,2908.0
364.0,727.0,1447.0,2908.0
363.0,726.0,1448.0,2908.0
363.0,727.0,1453.0,2914.0
363.0,727.0,1453.0,2906.0
363.0,727.0,1454.0,2906.0
363.0,728.0,1455.0,2908.0
363.0,726.0,1456.0,2908.0
363.0,727.0,1449.0,2906.0
363.0,726.0,1445.0,2908.0
363.0,726.0,1456.0,2906.0
363.0,726.0,1457.0,2908.0
363.0,726.0,1457.0,2906.0
363.0,727.0,1466.0,2910.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1450.0,2910.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1468.0,2908.0
363.0,727.0,1453.0,2910.0
363.0,726.0,1453.0,2912.0
363.0,726.0,1448.0,2908.0
363.0,728.0,1455.0,2906.0
364.0,726.0,1447.0,2906.0
363.0,728.0,1453.0,2906.0
363.0,726.0,1454.0,2906.0
363.0,726.0,1452.0,2906.0
363.0,726.0,1445.0,2906.0
363.0,727.0,1445.0,2908.0
362.0,728.0,1455.0,2908.0
363.0,727.0,1447.0,2906.0
364.0,726.0,1458.0,2908.0
363.0,726.0,1453.0,2906.0
365.0,726.0,1451.0,2906.0
361.0,727.0,1445.0,2903.0
363.0,726.0,1452.0,2906.0
363.0,726.0,1460.0,2908.0
363.0,726.0,1452.0,2908.0
363.0,726.0,1458.0,2908.0
363.0,726.0,1450.0,2906.0
361.0,727.0,1453.0,2905.0
362.0,727.0,1460.0,2908.0
363.0,726.0,1450.0,2908.0
363.0,727.0,1445.0,2908.0
363.0,726.0,1460.0,2908.0
363.0,726.0,1449.0,2906.0
363.0,726.0,1452.0,2908.0
364.0,727.0,1457.0,2908.0
364.0,726.0,1456.0,2906.0
363.0,726.0,1468.0,2906.0
364.0,726.0,1452.0,2905.0
363.0,726.0,1453.0,2910.0
364.0,726.0,1455.0,2908.0
362.0,726.0,1458.0,2908.0
364.0,726.0,1454.0,2908.0
363.0,727.0,1454.0,2908.0
363.0,726.0,1456.0,2908.0
363.0,727.0,1446.0,2908.0
363.0,726.0,1460.0,2906.0
364.0,726.0,1466.0,2906.0
364.0,727.0,1461.0,2906.0
363.0,726.0,1460.0,2906.0
363.0,726.0,1448.0,2906.0
362.0,727.0,1461.0,2906.0
365.0,725.0,1449.0,2906.0
363.0,727.0,1448.0,2908.0
364.0,727.0,1448.0,2906.0
364.0,728.0,1453.0,2908.0
363.0,727.0,1461.0,2906.0
361.0,727.0,1456.0,2908.0
362.0,726.0,1448.0,2908.0
362.0,726.0,1457.0,2906.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1465.0,2912.0
363.0,727.0,1450.0,2906.0
363.0,728.0,1460.0,2905.0
364.0,727.0,1465.0,2908.0
363.0,727.0,1452.0,2906.0
362.0,726.0,1444.0,2908.0
363.0,727.0,1455.0,2906.0
364.0,727.0,1455.0,2912.0
363.0,725.0,1448.0,2906.0
363.0,726.0,1456.0,2908.0
362.0,726.0,1453.0,2908.0
364.0,726.0,1454.0,2908.0
362.0,727.0,1458.0,2906.0
361.0,727.0,1452.0,2908.0
364.0,726.0,1451.0,2908.0
364.0,726.0,1441.0,2908.0
362.0,726.0,1458.0,2906.0
365.0,727.0,1446.0,2908.0
362.0,726.0,1454.0,2910.0
363.0,726.0,1456.0,2906.0
361.0,726.0,1453.0,2906.0
363.0,726.0,1455.0,2908.0
363.0,727.0,1455.0,2908.0
364.0,726.0,1456.0,2906.0
363.0,726.0,1450.0,2908.0
363.0,726.0,1447.0,2908.0
363.0,726.0,1453.0,2912.0
363.0,726.0,1454.0,2906.0
363.0,726.0,1454.0,2906.0
363.0,726.0,1454.0,2910.0
363.0,727.0,1453.0,2908.0
362.0,727.0,1454.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,728.0,1450.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1451.0,2906.0
363.0,727.0,1452.0,2908.0
363.0,727.0,1449.0,2908.0
363.0,726.0,1460.0,2905.0
363.0,725.0,1462.0,2903.0
363.0,726.0,1453.0,2906.0
363.0,727.0,1441.0,2908.0
363.0,727.0,1453.0,2908.0
363.0,727.0,1454.0,2906.0
363.0,726.0,1458.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,727.0,1453.0,2906.0
363.0,726.0,1445.0,2906.0
363.0,726.0,1446.0,2906.0
363.0,727.0,1455.0,2908.0
363.0,726.0,1446.0,2922.0
363.0,727.0,1453.0,2891.0
363.0,726.0,1450.0,2908.0
363.0,727.0,1459.0,2908.0
363.0,727.0,1452.0,2905.0
363.0,726.0,1458.0,2908.0
363.0,726.0,1454.0,2905.0
363.0,726.0,1453.0,2910.0
363.0,727.0,1450.0,2906.0
363.0,726.0,1454.0,2910.0
364.0,726.0,1462.0,2906.0
363.0,726.0,1456.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1453.0,2908.0
362.0,727.0,1453.0,2906.0
363.0,726.0,1454.0,2910.0
363.0,726.0,1456.0,2910.0
363.0,726.0,1461.0,2908.0
363.0,726.0,1453.0,2908.0
363.0,726.0,1449.0,2908.0
363.0,726.0,1453.0,2906.0
364.0,726.0,1449.0,2908.0
363.0,727.0,1445.0,2906.0
363.0,727.0,1449.0,2905.0
363.0,728.0,1453.0,2906.0
363.0,727.0,1453.0,2908.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1450.0,2908.0
363.0,726.0,1452.0,2906.0
363.0,726.0,1450.0,2906.0
363.0,726.0,1453.0,2906.0
363.0,726.0,1454.0,2908.0
363.0,729.0,1453.0,2908.0
363.0,726.0,1454.0,2906.0
363.0,727.0,1453.0,2906.0
363.0,729.0,1453.0,2906.0
363.0,727.0,1460.0,2908.0
363.0,726.0,1460.0,2906.0
363.0,726.0,1452.0,2906.0
